pmid,pmc_id,title,primary_type,journal,publication_date,doi,has_fulltext,appeared_in_iterations,num_iterations
16722573,PMC1435993,Celiac disease.,Review,Orphanet journal of rare diseases,2006-03-01,10.1186/1750-1172-1-3,True,iteration_2_and_3_combined,1
16437457,PMC7046007,Cotrimoxazole prophylaxis for opportunistic infections in children with HIV infection.,Journal Article,The Cochrane database of systematic reviews,2006-01-25,10.1002/14651858.CD003508.pub2,False,iteration_2_and_3_combined,1
16417071,,Cerebral palsy: an overview.,Review,American family physician,2006-01-01,,False,iteration_2_and_3_combined,1
16370404,,Urinary tract infection in children.,Review,American family physician,2005-12-15,,False,iteration_2_and_3_combined,1
16300038,,Extrapulmonary tuberculosis: an overview.,Review,American family physician,2005-11-01,,False,iteration_2_and_3_combined,1
16100859,,Diagnosis and management of uncomplicated urinary tract infections.,Review,American family physician,2005-08-01,,False,iteration_2_and_3_combined,1
15999870,,Tick-borne disease.,Review,American family physician,2005-06-15,,False,"iteration_2_and_3_combined, iteration_2_and_3_combined",2
15943861,PMC1180444,How does study quality affect the results of a diagnostic meta-analysis?,Journal Article,BMC medical research methodology,2005-06-08,10.1186/1471-2288-5-20,True,iteration_2_and_3_combined,1
15768623,,Diagnosis and management of acute pyelonephritis in adults.,Review,American family physician,2005-03-01,,False,"iteration_2_and_3_combined, iteration_2_and_3_combined",2
15768622,,Clostridium difficile--associated diarrhea.,Review,American family physician,2005-03-01,,False,iteration_2_and_3_combined,1
15802165,PMC7119140,Etiology of community-acquired pneumonia.,Review,Clinics in chest medicine,,10.1016/j.ccm.2004.10.016,True,iteration_2_and_3_combined,1
15831830,PMC1082801,Diagnosis and management of pediatric urinary tract infections.,Review,Clinical microbiology reviews,,10.1128/CMR.18.2.417-422.2005,False,iteration_2_and_3_combined,1
15845229,,Is Q fever an emerging or re-emerging zoonosis?,Review,Veterinary research,,10.1051/vetres:2005010,False,iteration_2_and_3_combined,1
15845231,,Factors associated with the rapid emergence of zoonotic Bartonella infections.,Review,Veterinary research,,10.1051/vetres:2005009,False,iteration_2_and_3_combined,1
15864658,,Neoplastic fever: a neglected paraneoplastic syndrome.,Review,Supportive care in cancer : official journal of the Multinational Association of Supportive Care in Cancer,,10.1007/s00520-005-0825-4,False,iteration_2_and_3_combined,1
15897953,PMC1064994,Neuroimaging of infections.,Review,NeuroRx : the journal of the American Society for Experimental NeuroTherapeutics,,10.1602/neurorx.2.2.324,False,"iteration_2_and_3_combined, iteration_2_and_3_combined",2
16045459,,Tuberculosis and HIV interaction in sub-Saharan Africa: impact on patients and programmes; implications for policies.,Review,Tropical medicine & international health : TM & IH,,10.1111/j.1365-3156.2005.01456.x,False,iteration_2_and_3_combined,1
16049294,PMC1770885,A rare presentation of zygomycosis (mucormycosis) and review of the literature.,Review,Journal of clinical pathology,,10.1136/jcp.2004.021816,False,iteration_2_and_3_combined,1
16157992,,Disseminated Ochroconis gallopavum infection in a chronic lymphocytic leukemia: a case report and review of the literature on hematological malignancies.,Review,"Internal medicine (Tokyo, Japan)",,10.2169/internalmedicine.44.879,False,iteration_2_and_3_combined,1
16213784,PMC7108344,Avian influenza A (H5N1).,Review,Journal of clinical virology : the official publication of the Pan American Society for Clinical Virology,,10.1016/j.jcv.2005.09.002,True,iteration_2_and_3_combined,1
16256056,,Penicillium marneffei infection in an immunocompromised traveler: a case report and literature review.,Review,Journal of travel medicine,,10.2310/7060.2005.12511,False,iteration_2_and_3_combined,1
16326843,PMC1745064,Syphilis in adults.,Review,Sexually transmitted infections,,10.1136/sti.2005.015875,False,iteration_2_and_3_combined,1
16373252,,Infections and SLE.,Review,Autoimmunity,,10.1080/08916930500285352,False,iteration_2_and_3_combined,1
16373256,,Drug-induced lupus erythematosus.,Review,Autoimmunity,,10.1080/08916930500285857,False,iteration_2_and_3_combined,1
16416392,,Creutzfeldt-Jakob disease in Hungary.,Review,Folia neuropathologica,,,False,iteration_2_and_3_combined,1
16418523,PMC1360271,Diagnosis of hepatitis a virus infection: a molecular approach.,Review,Clinical microbiology reviews,,10.1128/CMR.19.1.63-79.2006,False,iteration_2_and_3_combined,1
16431882,,Epidural abscesses.,Review,British journal of anaesthesia,,10.1093/bja/ael006,False,"iteration_2_and_3_combined, iteration_2_and_3_combined",2
16494745,PMC3373112,Bartonella quintana characteristics and clinical management.,Review,Emerging infectious diseases,,10.3201/eid1202.050874,True,iteration_2_and_3_combined,1
16517798,PMC2563696,Ventilator associated pneumonia.,Review,Postgraduate medical journal,,10.1136/pgmj.2005.036905,False,iteration_2_and_3_combined,1
16554245,PMC7185836,Crimean-Congo haemorrhagic fever.,Review,The Lancet. Infectious diseases,,10.1016/S1473-3099(06)70435-2,True,"iteration_2_and_3_combined, iteration_2_and_3_combined",2
16575502,PMC3451567,Diagnosing cervicogenic headache.,Review,The journal of headache and pain,,10.1007/s10194-006-0277-3,True,iteration_2_and_3_combined,1
16696526,,Hypersensitivity pneumonitis.,Review,The Indian journal of chest diseases & allied sciences,,,False,iteration_2_and_3_combined,1
16704774,PMC3291446,Bartonella spp. in pets and effect on human health.,Review,Emerging infectious diseases,,10.3201/eid1203.050931,True,iteration_2_and_3_combined,1
16932438,PMC7097026,Viral nephropathy.,Review,Nature clinical practice. Nephrology,,10.1038/ncpneph0166,True,iteration_2_and_3_combined,1
16932563,PMC3773989,West Nile virus meningoencephalitis.,Review,Nature clinical practice. Neurology,,10.1038/ncpneuro0176,True,"iteration_2_and_3_combined, iteration_2_and_3_combined",2
17002605,,Post-operative aspergillosis.,Review,Clinical microbiology and infection : the official publication of the European Society of Clinical Microbiology and Infectious Diseases,,10.1111/j.1469-0691.2006.01512.x,False,iteration_2_and_3_combined,1
17040245,,"Zoonotic viral diseases and the frontier of early diagnosis, control and prevention.",Review,Journal of internal medicine,,10.1111/j.1365-2796.2006.01711.x,False,iteration_2_and_3_combined,1
17068275,PMC2653905,Leishmaniasis.,Review,Postgraduate medical journal,,10.1136/pgmj.2006.047340,False,iteration_2_and_3_combined,1
17099092,PMC2660501,Sexually transmitted proctitis.,Review,Postgraduate medical journal,,10.1136/pmj.2006.048488,False,iteration_2_and_3_combined,1
17195140,,Usual interstitial pneumonia.,Review,Seminars in respiratory and critical care medicine,,10.1055/s-2006-957335,False,iteration_2_and_3_combined,1
17396274,PMC3202701,Leishmaniasis.,Review,Postgraduate medical journal,,10.1136/pgmj.2006.047340corr1,False,iteration_2_and_3_combined,1
17430337,,The immunodiagnosis of Echinococcus multilocularis infection.,Review,Clinical microbiology and infection : the official publication of the European Society of Clinical Microbiology and Infectious Diseases,,10.1111/j.1469-0691.2007.01665.x,False,iteration_2_and_3_combined,1
17683184,,Pulmonary infections in transplantation pathology.,Review,Archives of pathology & laboratory medicine,,10.5858/2007-131-1219-PIITP,False,iteration_2_and_3_combined,1
17826188,PMC7130474,Upper respiratory tract infections in athletes.,Review,Clinics in sports medicine,,10.1016/j.csm.2007.04.001,True,iteration_2_and_3_combined,1
17885699,,Nausea and vomiting in adults--a diagnostic approach.,Review,Australian family physician,,,False,"iteration_2_and_3_combined, iteration_2_and_3_combined",2
17993743,PMC2868145,Collaborative control initiatives targeting zoonotic agents of alveolar echinococcosis in the northern hemisphere.,Review,Journal of veterinary science,,10.4142/jvs.2007.8.4.313,True,iteration_2_and_3_combined,1
18026633,,Neurotoxocarosis.,Review,Revista do Instituto de Medicina Tropical de Sao Paulo,,10.1590/s0036-46652007000500002,False,"iteration_2_and_3_combined, iteration_2_and_3_combined",2
18087650,,Global epidemiology of sexually transmitted diseases.,Review,Asian journal of andrology,,10.1111/j.1745-7262.2008.00367.x,False,iteration_2_and_3_combined,1
18202436,PMC2223845,Complicated catheter-associated urinary tract infections due to Escherichia coli and Proteus mirabilis.,Review,Clinical microbiology reviews,,10.1128/CMR.00019-07,False,iteration_2_and_3_combined,1
18373701,PMC2453200,Clinical immunology review series: an approach to the patient with recurrent infections in childhood.,Review,Clinical and experimental immunology,,10.1111/j.1365-2249.2008.03641.x,False,iteration_2_and_3_combined,1
18382617,PMC2276615,Use of recombinant antigens for the diagnosis of invasive candidiasis.,Review,Clinical & developmental immunology,,10.1155/2008/721950,True,iteration_2_and_3_combined,1
18414361,,Management of sepsis.,Review,Minerva anestesiologica,,,False,"iteration_2_and_3_combined, iteration_2_and_3_combined",2
18689964,,Overview of opportunistic fungal infections in India.,Review,Nihon Ishinkin Gakkai zasshi = Japanese journal of medical mycology,,10.3314/jjmm.49.165,False,iteration_2_and_3_combined,1
18711265,PMC2636133,Posterior segment manifestations of human immunodeficiency virus/acquired immune deficiency syndrome.,Review,Indian journal of ophthalmology,,10.4103/0301-4738.42413,True,iteration_2_and_3_combined,1
18711266,PMC2636134,Medical management of human immunodeficiency virus infection.,Review,Indian journal of ophthalmology,,10.4103/0301-4738.42414,True,iteration_2_and_3_combined,1
18803612,PMC2756447,Clinical and laboratory features that distinguish dengue from other febrile illnesses in endemic populations.,Journal Article,Tropical medicine & international health : TM & IH,,10.1111/j.1365-3156.2008.02151.x,True,iteration_2_and_3_combined,1
18814706,,"Enterocytozoon bieneusi in human and animals, focus on laboratory identification and molecular epidemiology.",Review,"Parasite (Paris, France)",,10.1051/parasite/2008153349,False,iteration_2_and_3_combined,1
18831914,,Cryptococcal lymphadenitis as a manifestation of immune reconstitution inflammatory syndrome in an HIV-positive patient: a case report and review of the literature.,Review,International journal of immunopathology and pharmacology,,10.1177/039463200802100332,False,iteration_2_and_3_combined,1
18971152,,Pneumocystis pneumonia.,Review,Journal of the Formosan Medical Association = Taiwan yi zhi,,10.1016/S0929-6646(08)60199-0,False,iteration_2_and_3_combined,1
19022817,,Progressive multifocal leucoencephalopathy in the rheumatic diseases: assessing the risks of biological immunosuppressive therapies.,Review,Annals of the rheumatic diseases,,10.1136/ard.2008.097972,False,iteration_2_and_3_combined,1
19056073,,Infective endocarditis caused by anaerobic bacteria.,Review,Archives of cardiovascular diseases,,10.1016/j.acvd.2008.08.008,False,iteration_2_and_3_combined,1
19136437,PMC2620635,"Epidemiology, diagnosis, treatment, and control of trichinellosis.",Review,Clinical microbiology reviews,,10.1128/CMR.00026-08,False,iteration_2_and_3_combined,1
19139804,PMC3451760,Cardiac cephalgia.,Review,The journal of headache and pain,,10.1007/s10194-008-0087-x,True,iteration_2_and_3_combined,1
19182730,,Scintigraphic imaging in renal infections.,Review,"The quarterly journal of nuclear medicine and molecular imaging : official publication of the Italian Association of Nuclear Medicine (AIMN) [and] the International Association of Radiopharmacology (IAR), [and] Section of the Society of...",,,False,iteration_2_and_3_combined,1
19220335,,Zoonotic Chlamydophila psittaci infections from a clinical perspective.,Review,Clinical microbiology and infection : the official publication of the European Society of Clinical Microbiology and Infectious Diseases,,10.1111/j.1469-0691.2008.02669.x,False,iteration_2_and_3_combined,1
19251779,,Epidemiology and clinical management of XDR-TB: a systematic review by TBNET.,Journal Article,The European respiratory journal,,10.1183/09031936.00168008,False,iteration_2_and_3_combined,1
19252116,PMC2664599,Herpes zoster (shingles) and postherpetic neuralgia.,Review,Mayo Clinic proceedings,,10.4065/84.3.274,False,iteration_2_and_3_combined,1
19439840,,Transverse myelitis spectrum disorders.,Review,Neurology India,,10.4103/0028-3886.51278,False,iteration_2_and_3_combined,1
19488414,PMC2688806,Malaria diagnosis: a brief review.,Review,The Korean journal of parasitology,,10.3347/kjp.2009.47.2.93,False,iteration_2_and_3_combined,1
19572851,PMC7168042,Infections of the airway.,Review,Paediatric anaesthesia,,10.1111/j.1460-9592.2009.02999.x,False,iteration_2_and_3_combined,1
19584497,,AIDS-associated parasitic diarrhoea.,Review,Indian journal of medical microbiology,,10.4103/0255-0857.53199,False,iteration_2_and_3_combined,1
19608099,PMC2814602,"Varicella zoster virus vasculopathies: diverse clinical manifestations, laboratory features, pathogenesis, and treatment.",Review,The Lancet. Neurology,,10.1016/S1474-4422(09)70134-6,True,"iteration_2_and_3_combined, iteration_2_and_3_combined",2
19623062,,Intestinal tuberculosis.,Review,Current opinion in infectious diseases,,10.1097/QCO.0b013e3283306712,False,iteration_2_and_3_combined,1
19665088,PMC2726828,Acute infective endocarditis.,Review,Infectious disease clinics of North America,,10.1016/j.idc.2009.04.013,True,iteration_2_and_3_combined,1
19684861,PMC2722867,Management of invasive aspergillosis in patients with COPD: rational use of voriconazole.,Review,International journal of chronic obstructive pulmonary disease,,10.2147/copd.s4229,True,iteration_2_and_3_combined,1
19695917,PMC8055438,Cytomegalovirus pseudotumor of the duodenum in a patient with AIDS: an unrecognized and potentially treatable clinical entity.,Review,International journal of infectious diseases : IJID : official publication of the International Society for Infectious Diseases,,10.1016/j.ijid.2009.04.015,True,iteration_2_and_3_combined,1
19730718,PMC2735718,"Infective endocarditis--prophylaxis, diagnostic criteria, and treatment.",Review,Deutsches Arzteblatt international,,10.3238/arztebl.2009.0481,False,iteration_2_and_3_combined,1
19822892,PMC2772358,Clinical significance of enteric protozoa in the immunosuppressed human population.,Review,Clinical microbiology reviews,,10.1128/CMR.00017-09,False,iteration_2_and_3_combined,1
